Source,Project ID,Project Name,Category,Description,Homepage URL,PMC,Podling,Start Date,Status
projects,Apache ECharts,Apache ECharts,"library, data-visualization","Apache ECharts is a free, powerful charting and visualization library offering easy ways to add intuitive, interactive, and highly customizable charts to your commercial products. It is written in pure JavaScript and based on zrender, which is a whole new lightweight canvas library.",https://echarts.apache.org,echarts,False,Unknown,Unknown
projects,Apache Empire-db,Apache Empire-db,database,"
	Apache Empire-db is intended for developers who strive to have full SQL freedom when 
	formulating queries and DML-Statements - without ever having to use string literals -
	and who also want to be able to control when and how statements are executed. 

	Unlike other approaches Empire-db does not rely on Java Annotations or Mapping-files
	for building queries but rather uses a Java Object model that is easy to access and
	extend. For Data Access and Data Interchange developers can choose between traditional 
	Java Beans and a more sophisticated dynamic interface provided by Record and 
	DataListEntriy classes.

	Empire-db is DBMS vendor independent and provides handlers for Oracle, Microsoft SQLServer, 
	PostgreSQL, MySQL, HsqlDB, Derby, H2 and more.	
	",https://empire-db.apache.org,empire-db,False,Unknown,Unknown
projects,Apache EventMesh,Apache EventMesh,cloud,EventMesh is a new generation serverless event middleware for building distributed event-driven applications.,https://eventmesh.apache.org,eventmesh,False,Unknown,Unknown
projects,Apache Felix,Apache Felix,network-server,Unknown,http://felix.apache.org,felix,False,Unknown,Unknown
projects,Apache Fineract,Apache Fineract,Unknown,"At Apache Fineract, our mission is to build, maintain and enhance a cloud-ready core banking system for robust, scalable, and secure operations of financial institutions.",https://fineract.apache.org,fineract,False,Unknown,Unknown
projects,Apache Flex,Apache Flex,web-framework,"Apache Flex® is a highly productive, open source application framework for building and maintaining expressive web applications that deploy consistently on all major browsers, desktops and devices (including smartphones, tablets and tv). It provides a modern, standards-based language and programming model that supports common design patterns suitable for developers from many backgrounds. Flex applications can be deployed to the ubiquitous Adobe® Flash® Player in the browser, Adobe® AIR™ on desktop and mobile or to native Android™, IOS™, QNX®, Windows® or Mac® applications.",http://flex.apache.org,flex,False,Unknown,Unknown
projects,Apache Flink,Apache Flink,big-data,"Flink is an open source system for expressive, declarative, fast, and efficient data analysis. It combines the scalability and programming flexibility of distributed MapReduce-like platforms with the efficiency, out-of-core execution, and query optimization capabilities found in parallel databases.",http://flink.apache.org,flink,False,Unknown,Unknown
projects,Apache Fluo,Apache Fluo,big-data,"Apache Fluo is a distributed processing system that lets users
      make incremental updates to large data sets. With Apache Fluo, users can
      set up workflows that execute cross node transactions when data changes.
      These workflows enable users to continuously join new data into large
      existing data sets without reprocessing all data. Apache Fluo is built on
      Apache Accumulo.",https://fluo.apache.org,fluo,False,Unknown,Unknown
projects,Apache Fluo Recipes,Apache Fluo Recipes,big-data,"Apache Fluo Recipes build on the Fluo API to offer additional
      functionality to developers. They are published separately from Fluo on
      their own release schedule. This allows Fluo Recipes to iterate and
      innovate faster than Fluo (which will maintain a more minimal API on a
      slower release cycle). Fluo Recipes offers code to implement common
      patterns on top of Fluo's API. It also offers glue code to external
      libraries like Spark and Kryo.",https://fluo.apache.org,fluo,False,Unknown,Unknown
projects,Apache Fluo YARN,Apache Fluo YARN,big-data,"Apache Fluo YARN is a tool for running Apache Fluo
      applications in Apache Hadoop YARN.",https://fluo.apache.org,fluo,False,Unknown,Unknown
projects,Apache FreeMarker,Apache FreeMarker,"Java, html, templating, content","
          Apache FreeMarker is a template engine: a Java library to generate text output (HTML web pages, e-mails, configuration files, source code, etc.) based on templates and changing data.
          Templates are written in the FreeMarker Template Language (FTL), which is a simple, specialized language (not a full-blown programming language).
          Usually, a general-purpose programming language (like Java) is used to prepare the data (issue database queries, do business calculations). Then, Apache FreeMarker displays
          that prepared data using templates. In the template you are focusing on how to present the data, and outside the template you are focusing on what data to present.
    ",https://freemarker.apache.org,freemarker,False,Unknown,Unknown
projects,Apache Geode,Apache Geode,database,"Apache Geode is a data management platform that provides real-time, consistent access to data-intensive applications throughout widely distributed cloud architectures. Geode pools memory, CPU, network resources, and optionally local disk across multiple processes to manage application objects and behavior. It uses dynamic replication and data partitioning techniques to implement high availability, improved performance, scalability, and fault tolerance. In addition to being a distributed data container, Geode is an in-memory data management system that provides reliable asynchronous event notifications and guaranteed message delivery.",https://geode.apache.org,geode,False,Unknown,Unknown
projects,Apache Geronimo,Apache Geronimo,"javaee, network-server, http, web-framework",Apache Geronimo is an open source server runtime that integrates the best open source projects to create Java/OSGi server runtimes that meet the needs of enterprise developers and system administrators. Our most popular distribution is a fully certified Java EE 5 application server runtime.,http://geronimo.apache.org,geronimo,False,Unknown,Unknown
projects,Apache Gobblin,Apache Gobblin,big-data,"A distributed data integration framework that simplifies common aspects of big data integration such as data ingestion, replication, organization and lifecycle management for both streaming and batch data ecosystems.",https://gobblin.apache.org,gobblin,False,Unknown,Unknown
projects,Apache Gora,Apache Gora,database,"Although there are various excellent ORM frameworks for relational databases, data modeling in NoSQL data stores differ profoundly from their relational cousins. Moreover, data-model agnostic frameworks such as JDO are not sufficient for use cases, where one needs to use the full power of the data models in column stores. Gora fills this gap by giving the user an easy-to-use in-memory data model and persistence for big data framework with data store specific mappings and built in Apache Hadoop support.",http://gora.apache.org,gora,False,Unknown,Unknown
projects,Apache Groovy,Apache Groovy,library,"Apache Groovy is a powerful, optionally typed and dynamic language, with static-typing and static compilation capabilities, for the Java platform aimed at improving developer productivity thanks to a concise, familiar and easy to learn syntax. It integrates smoothly with any Java program, and immediately delivers to your application powerful features, including scripting capabilities, Domain-Specific Language authoring, runtime and compile-time meta-programming and functional programming.",http://groovy.apache.org,groovy,False,Unknown,Unknown
projects,Apache Guacamole,Apache Guacamole,"network-client, network-server","Apache Guacamole is a clientless remote desktop gateway
            which supports standard protocols like VNC, RDP, and SSH. We call
            it ""clientless"" because no plugins or client software are required.
            Once Guacamole is installed on a server, all you need to access
            your desktops is a web browser.",http://guacamole.apache.org,guacamole,False,Unknown,Unknown
projects,Apache Gump,Apache Gump,"build-management, testing",Unknown,http://gump.apache.org/,gump,False,Unknown,Unknown
projects,Apache Hadoop,Apache Hadoop,big-data,"The Apache Hadoop software library is a framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models. It is designed to scale up from single servers to thousands of machines, each offering local computation and storage. Rather than rely on hardware to deliver high-availability, the library itself is designed to detect and handle failures at the application layer, so delivering a highly-available service on top of a cluster of computers, each of which may be prone to failures.",https://hadoop.apache.org/,hadoop,False,Unknown,Unknown
projects,Apache HBase,Apache HBase,database,"Use Apache HBase software when you need random, realtime read/write access to your Big Data. This project's goal is the hosting of very large tables -- billions of rows X millions of columns -- atop clusters of commodity hardware. HBase is an open-source, distributed, versioned, column-oriented store modeled after Google's Bigtable: A Distributed Storage System for Structured Data by Chang et al. Just as Bigtable leverages the distributed data storage provided by the Google File System, HBase provides Bigtable-like capabilities on top of Hadoop and HDFS. ",https://hbase.apache.org,hbase,False,Unknown,Unknown
projects,Apache Helix,Apache Helix,"cloud, big-data","Apache Helix is a generic cluster management framework used for the automatic management of partitioned, replicated and distributed resources hosted on a cluster of nodes. Helix automates reassignment of resources in the face of node failure and recovery, cluster expansion, and reconfiguration.",http://helix.apache.org,helix,False,Unknown,Unknown
projects,Apache Hive,Apache Hive,database,"The Apache Hive (TM) data warehouse software facilitates querying and managing large datasets residing in distributed storage. Built on top of Apache Hadoop (TM), it provides

* tools to enable easy data extract/transform/load (ETL)
* a mechanism to impose structure on a variety of data formats
* access to files stored either directly in Apache HDFS (TM) or in other data storage systems such as Apache HBase (TM)
* query execution via MapReduce

Hive defines a simple SQL-like query language, called HiveQL, that enables users familiar with SQL to query the data. At the same time, this language also allows programmers who are familiar with the MapReduce framework to be able to plug in their custom mappers and reducers to perform more sophisticated analysis that may not be supported by the built-in capabilities of the language. HiveQL can also be extended with custom scalar functions (UDF's), aggregations (UDAF's), and table functions (UDTF's).
",http://hive.apache.org,hive,False,Unknown,Unknown
projects,Apache Hop,Apache Hop,big-data,"The Hop Orchestration Platform, or Apache Hop, aims to facilitate all aspects of data and metadata orchestration.

Hop is an entirely new open source data integration platform that is easy to use, fast and flexible

Hop aims to be the future of data integration. Visual development enables developers to be more productive than they can be through code. Our Design once, run anywhere workflows and pipelines can be designed in the Hop Gui and run on the Hop native engine (local or remote), or on Spark, Flink, Google Dataflow or AWS EMR through Beam. Lifecycle Management enables developers and administrators to switch between projects, environments and purposes without leaving your train of thought.

",https://hop.apache.org,hop,False,Unknown,Unknown
projects,Apache HttpComponents Client,Apache HttpComponents Client,"http, library, network-client","
HttpClient is a library for client-side HTTP communication built on HttpCore.
It provides connection management, cookie management, and authentication.
This is the successor to the widely used Jakarta Commons HttpClient 3.1.
    ",http://hc.apache.org/httpcomponents-client/,httpcomponents,False,Unknown,Unknown
projects,Apache Commons HttpClient,Apache Commons HttpClient,"http, library, network-client","
Commons HttpClient is a library for client-side HTTP communication.
It provides support for HTTP/1.1 and HTTP/1.0, plus
various authentication schemes and cookie policies.
Thanks to it's widespread use and years of development, it is a very
mature and stable codebase. However, due to limitations in the API design,
Commons HttpClient will eventually be replaced by HttpClient 4.0
with a completely redesigned API based on HttpCore.
    ",http://hc.apache.org/httpclient-3.x/,httpcomponents,False,Unknown,Unknown
projects,Apache HttpComponents Core,Apache HttpComponents Core,"http, library, network-client, network-server","
    HttpCore is a set of low level HTTP transport components that can be used to build custom
    client and server side HTTP services with a minimal footprint. HttpCore supports two I/O
    models: blocking I/O model based on the classic Java I/O and non-blocking, event driven I/O
    model based on Java NIO.
    ",http://hc.apache.org/httpcomponents-core/,httpcomponents,False,Unknown,Unknown
projects,Apache HTTP Server,Apache HTTP Server,"network-server, http, httpd-module","
      The Apache HTTP Server is an open-source HTTP server for modern
      operating systems including UNIX, Microsoft Windows, Mac OS/X and Netware.
      The goal of this project is to provide a secure, efficient and
      extensible server that provides HTTP services observing the current
      HTTP standards. Apache has been the most popular web server on the
      Internet since April of 1996.
    ",http://httpd.apache.org/,httpd,False,Unknown,Unknown
projects,Apache mod_ftp,Apache mod_ftp,"network-server, ftp, httpd-module","
      mod_ftp is an FTP Protocol module to serve httpd content over the FTP
      protocol (whereever the HTTP protocol could also be used). It provides
      both RETR/REST retrieval and STOR/APPE upload, using the same user/permissions
      model as httpd (so it shares the same security considerations as mod_dav
      plus mod_dav_fs). 
    ",http://httpd.apache.org/mod_ftp/,httpd,False,Unknown,Unknown
projects,Apache Hudi,Apache Hudi,library,"Hudi brings transactions, stream processing, indexes, mutability and incremental processing to data lakes.",https://hudi.apache.org,hudi,False,Unknown,Unknown
projects,Apache Iceberg,Apache Iceberg,"big-data, database, data-engineering","Iceberg brings the reliability and simplicity of SQL tables to big data, while making it possible for engines like Spark, Trino, Flink, Presto, Hive and Impala to safely work with the same tables, at the same time.",https://iceberg.apache.org,iceberg,False,Unknown,Unknown
projects,Apache Ignite,Apache Ignite,"big-data, sql, cloud, database, distributed-sql-database, data-management-platform, hadoop, network-server, network-client, osgi, iot",Apache Ignite is a distributed database for high-performance computing with in-memory speed.,http://ignite.apache.org,ignite,False,Unknown,Unknown
projects,Apache Impala,Apache Impala,big-data,"Apache Impala is the open source, native analytic database for open data and table formats.",https://impala.apache.org,impala,False,Unknown,Unknown
projects,Apache Annotator,Apache Annotator,content,"Apache Annotator is a collaborative community for creating annotation related code which works to provide a future for Annotator.js-based projects and plugins while enabling W3C spec-compliant Web Annotation in Web browsers, Web Publication readers, and the servers that serve them.",http://annotator.apache.org,incubator,False,Unknown,Unknown
projects,Apache InLong,Apache InLong,big-data,"Apache InLong is a one-stop, full-scenario integration framework for massive data that supports Data Ingestion, Data Synchronization, and Data Subscription, and it provides automatic, safe, reliable, and high-performance data transmission capabilities to facilitate the construction of streaming-based data analysis, modeling, and applications.",https://inlong.apache.org,inlong,False,Unknown,Unknown
projects,Apache IoTDB,Apache IoTDB,"database, iot, java, python, c++, go, csharp","Apache IoTDB (Database for Internet of Things) is an integrated data management engine designed for time series data. It provides users with services for data collection, storage and analysis. Due to its light-weight architecture, high performance and rich feature set together with its deep integration with Apache Hadoop, Spark and Flink. Apache IoTDB can meet the requirements of massive data storage, high-speed data ingestion and complex data analysis in the IoT industrial fields.",http://iotdb.apache.org,iotdb,False,Unknown,Unknown
projects,Apache Jackrabbit,Apache Jackrabbit,"database, library, network-server, xml","
      Apache Jackrabbit is a fully conforming implementation of the
      Content Repository for Java Technology API (JCR). A content
      repository is a hierarchical content store with support for
      structured and unstructured content, full text search, versioning,
      transactions, observation, and more. Typical applications that use
      content repositories include content management, document management,
      and records management systems.
    ",http://jackrabbit.apache.org/,jackrabbit,False,Unknown,Unknown
projects,Apache JAMES,Apache JAMES,"mail, network-server","The Apache Java Enterprise Mail Server (a.k.a. Apache James) is a 100% pure Java SMTP and POP3 Mail server and NNTP News server. We have designed James to be a complete and portable enterprise mail engine solution based on currently available open protocols.

James is also a mail application platform. We have developed a Java API to let you write Java code to process emails that we call the mailet API. A mailet can generate an automatic reply, update a database, prevent spam, build a message archive, or whatever you can imagine. A matcher determines whether your mailet should process an email in the server. The James project hosts the Mailet API, and James provides an implementation of this mail application platform API.
",http://james.apache.org,james,False,Unknown,Unknown
projects,Apache jclouds,Apache jclouds,"cloud, library",Apache jclouds is an open source multi-cloud toolkit for the Java platform that gives you the freedom to create applications that are portable across clouds while giving you full control to use cloud-specific features.,http://jclouds.apache.org,jclouds,False,Unknown,Unknown
projects,Apache Jena,Apache Jena,library,"Apache Jena provides a complete framework for building Semantic Web and Linked Data applications in Java, and provides: parsers for RDF/XML, Turtle and N-triples; a Java programming API; a complete implementation of the SPARQL query language; a rule-based inference engine for RDFS and OWL entailments; TDB (a non-SQL persistent triple store); SDB (a persistent triples store built on a relational store) and Fuseki, an RDF server using web protocols. Jena complies with all relevant recommendations for RDF and related technologies from the W3C.",http://jena.apache.org,jena,False,Unknown,Unknown
projects,Apache JMeter,Apache JMeter,testing,"Apache JMeter may be used to test performance both on static and dynamic resources (files, Servlets, Perl scripts, Java Objects, Data Bases and Queries, FTP Servers and more). It can be used to simulate a heavy load on a server, network or object to test its strength or to analyze overall performance under different load types. You can use it to make a graphical analysis of performance or to test your server/script/object behavior under heavy concurrent load. ",http://jmeter.apache.org/index.html,jmeter,False,Unknown,Unknown
projects,Apache JSPWiki,Apache JSPWiki,content,"
        Apache JSPWiki is a feature-rich and extensible WikiWiki engine built around the standard JEE 
        components (Java, servlets, JSP). It features:
        - WikiMarkup/Structured Text
        - File attachments 
        - Templates support
        - Data storage through 2 WikiPage Providers, with the capability to plug new ones
        - Security: Authorization and authentication fine grain control
        - Easy plugin and page filter interfaces
        - UTF-8 support
        - JSP-based
        - Easy-ish installation
        - Page locking to prevent editing conflicts
        - Support for Multiple Wikis
        - Custom User Preferences
    ",http://jspwiki.apache.org/,jspwiki,False,Unknown,Unknown
projects,Apache Kafka,Apache Kafka,big-data,A single Kafka broker can handle hundreds of megabytes of reads and writes per second from thousands of clients. Kafka is designed to allow a single cluster to serve as the central data backbone for a large organization. It can be elastically and transparently expanded without downtime. Data streams are partitioned and spread over a cluster of machines to allow data streams larger than the capability of any single machine and to allow clusters of co-ordinated consumers. Kafka has a modern cluster-centric design that offers strong durability and fault-tolerance guarantees. Messages are persisted on disk and replicated within the cluster to prevent data loss. Each broker can handle terabytes of messages without performance impact.,https://kafka.apache.org/,kafka,False,Unknown,Unknown
projects,Apache Karaf,Apache Karaf,"network-server, osgi",Apache Karaf is a small OSGi based runtime which provides a lightweight container onto which various components and applications can be deployed.,http://karaf.apache.org,karaf,False,Unknown,Unknown
projects,Apache Kibble,Apache Kibble,big-data,"Apache Kibble is a suite of tools for collecting, aggregating and visualizing activity in software projects. ",https://kibble.apache.org,kibble,False,Unknown,Unknown
projects,Apache Knox,Apache Knox,big-data,"The Apache Knox Gateway is a REST API Gateway for interacting with Hadoop clusters.

The Knox Gateway provides a single access point for all REST interactions with Hadoop clusters.

In this capacity, the Knox Gateway is able to provide valuable functionality to aid in the control,
integration, monitoring and automation of critical administrative and analytical needs of the enterprise.

Authentication (LDAP and Active Directory Authentication Provider)
Federation/SSO (HTTP Header Based Identity Federation)
Authorization (Service Level Authorization)
Auditing
While there are a number of benefits for unsecured Hadoop clusters,
the Knox Gateway also complements the kerberos secured cluster quite nicely.

Coupled with proper network isolation of a Kerberos secured Hadoop cluster,
the Knox Gateway provides the enterprise with a solution that:

Integrates well with enterprise identity management solutions
Protects the details of the Hadoop cluster deployment (hosts and ports are hidden from endusers)
Simplifies the number of services that clients need to interact with",https://knox.apache.org,knox,False,Unknown,Unknown
projects,Apache Kudu,Apache Kudu,big-data,Apache Kudu is a columnar storage manager developed for the Apache Hadoop platform.,https://kudu.apache.org,kudu,False,Unknown,Unknown
projects,Apache Kylin,Apache Kylin,big-data,"Apache Kylin is an open source, distributed Analytical Data Warehouse for Big Data; it was designed to provide OLAP (Online Analytical Processing) capability in the big data era. By renovating the multi-dimensional cube and precalculation technology on Hadoop and Spark, Kylin is able to achieve near constant query speed regardless of the ever-growing data volume. Reducing query latency from minutes to sub-second, Kylin brings online analytics back to big data.",https://kylin.apache.org,kylin,False,Unknown,Unknown
projects,Apache Libcloud,Apache Libcloud,"cloud, library","Apache Libcloud is a standard Python library that abstracts away differences among multiple cloud provider APIs. It allows users to manage cloud servers, cloud storage and load-balancers.",http://libcloud.apache.org,libcloud,False,Unknown,Unknown
projects,Apache Linkis,Apache Linkis,big-data,"Apache Linkis is a computation middleware project, which decouples the upper applications and the underlying data engines, provides standardized interfaces (REST, JDBC etc.) to easily connect to various underlying engines (Spark, Presto, Flink, etc.).",https://linkis.apache.org/,linkis,False,Unknown,Unknown
projects,Apache Chainsaw,Apache Chainsaw,network-client,Unknown,http://logging.apache.org/log4j/docs/chainsaw.html,logging,False,Unknown,Unknown
projects,Apache Flume,Apache Flume,big-data,"Apache Flume is a distributed, reliable, and available system for efficiently collecting, aggregating and moving large amounts of log data from many different sources to a centralized data store",http://flume.apache.org,logging,False,Unknown,Unknown
projects,Apache log4cxx,Apache log4cxx,library,Unknown,https://logging.apache.org/log4cxx,logging,False,Unknown,Unknown
projects,Apache Log4j,Apache Log4j,library,Unknown,https://logging.apache.org/log4j,logging,False,Unknown,Unknown
projects,Apache log4net,Apache log4net,library,Unknown,http://logging.apache.org/log4net/,logging,False,Unknown,Unknown
projects,Apache log4php,Apache log4php,library,Unknown,http://logging.apache.org/log4php/,logging,False,Unknown,Unknown
projects,Apache Lucene Core,Apache Lucene Core,"database, library, search","Apache Lucene is a high-performance, full-featured text search engine library written entirely in Java. It is a technology suitable for nearly any application that requires full-text search, especially cross-platform.
    ",https://lucene.apache.org/core/,lucene,False,Unknown,Unknown
projects,Apache PyLucene,Apache PyLucene,"search, library, python, c++",PyLucene is a Python extension for accessing Java Lucene TM. Its goal is to allow you to use Lucene's text indexing and searching capabilities from Python.,https://lucene.apache.org/pylucene/index.html,lucene,False,Unknown,Unknown
projects,Apache Lucene.Net,Apache Lucene.Net,database,"Lucene.Net is a port of the Lucene search engine library, written in C# and targeted at .NET runtime users. The Lucene search library is based on an inverted index. Lucene.Net has three primary goals:

1. Maintain the existing line-by-line port from Java to C#, fully automating and commoditizing the process such that the project can easily synchronize with the Java Lucene release schedule;
2. Maintaining the high-performance requirements expected of a first class C# search engine library;
3. Maximize usability and power when used within the .NET runtime. To that end, it will present a highly idiomatic, carefully tailored API that takes advantage of many of the special features of the .NET runtime.
",http://lucenenet.apache.org/,lucenenet,False,Unknown,Unknown
projects,Apache Mahout,Apache Mahout,library,Unknown,http://mahout.apache.org,mahout,False,Unknown,Unknown
projects,Apache ManifoldCF,Apache ManifoldCF,content,"ManifoldCF is an effort to provide an open source framework for connecting source content repositories like Microsoft Sharepoint and EMC Documentum, to target repositories or indexes, such as Apache Solr , OpenSearchServer or ElasticSearch. ManifoldCF also defines a security model for target repositories that permits them to enforce source-repository security policies.",https://manifoldcf.apache.org,manifoldcf,False,Unknown,Unknown
projects,Apache Maven,Apache Maven,build-management,"Maven is a project development management and comprehension tool. Based on the concept of a project object model: builds, dependency management, documentation creation, site publication, and distribution publication are all controlled from the declarative file. Maven can be extended by plugins to utilise a number of other development tools for reporting or the build process.",https://maven.apache.org/,maven,False,Unknown,Unknown
projects,Apache Maven Doxia,Apache Maven Doxia,build-management,"Doxia is a content generation framework which aims to provide its users with powerful techniques for generating static and dynamic content: Doxia can be used in web-based publishing context to generate static sites, in addition to being incorporated into dynamic content generation systems like blogs, wikis and content management systems.",https://maven.apache.org/doxia/,maven,False,Unknown,Unknown
projects,Apache Mesos,Apache Mesos,cloud,"Apache Mesos is a cluster manager that provides efficient resource isolation 
and sharing across distributed applications, or frameworks. It can run Hadoop, 
MPI, Hypertable, Spark, and other frameworks on a dynamically shared pool of 
nodes.
",http://mesos.apache.org,mesos,False,Unknown,Unknown
projects,Apache MINA,Apache MINA,"network-client, network-server","Apache MINA is a network application framework which helps users develop high performance and high scalability network applications easily. It provides an abstract, event-driven, asynchronous API over various transports such as TCP/IP and UDP/IP via Java NIO.",http://mina.apache.org/,mina,False,Unknown,Unknown
projects,Apache FtpServer,Apache FtpServer,network-server,"The Apache FtpServer application is a 100% pure Java FTP server. It's designed to be a complete and portable FTP server engine solution based on currently available open protocols. FtpServer can be run standalone as a Windows service or Unix/Linux daemon, or embedded into a Java application. We also provide support for integration within Spring applications and provide our releases as OSGi bundles.",http://mina.apache.org/ftpserver-project,mina,False,Unknown,Unknown
projects,Apache SSHD,Apache SSHD,network-server,"Apache SSHD is a 100% pure java library to support the SSH protocols on both the client and server side. This library is based on Apache MINA, a scalable and high performance asynchronous IO library. SSHD does not really aim at being a replacement for the SSH client or SSH server from Unix operating systems, but rather provides support for Java based applications requiring SSH support.",http://mina.apache.org/sshd-project,mina,False,Unknown,Unknown
projects,Apache Vysper,Apache Vysper,network-server,"Apache Vysper aims to be a modular, full featured XMPP (Jabber) server. Vysper is implemented in Java.",http://mina.apache.org/vysper-project,mina,False,Unknown,Unknown
projects,Apache MyFaces,Apache MyFaces,"web-framework, javaee","MyFaces is the free open source implementation of Jakarta Server Faces, a web application framework that accomplishes the MVC paradigm. It is comparable to the well-known Struts Framework but has features and concepts that are beyond those of Struts - especially the component orientation.",http://myfaces.apache.org,myfaces,False,Unknown,Unknown
projects,Apache Tobago,Apache Tobago,web-framework,The goal of Tobago is to provide the community with a well designed set of user interface components based on JSF.,http://myfaces.apache.org/#/tobago,myfaces,False,Unknown,Unknown
projects,Apache Mynewt,Apache Mynewt,iot,"Apache Mynewt is a community-driven module OS for constrained, embedded applications. Mynewt provides a real-time operating system, flash file system, network stacks, and support utilities for real-world embedded systems. Its goal is to make it easy to develop applications for microcontroller environments where power and cost are driving factors.",https://mynewt.apache.org,mynewt,False,Unknown,Unknown
projects,Apache NetBeans,Apache NetBeans,"java, groovy, php, ide","Apache NetBeans is and IDE for many language (java, php, ...). Apache NetBeans is a platform that can be extended by third party developer.",https://netbeans.apache.org,netbeans,False,Unknown,Unknown
projects,Apache NiFi,Apache NiFi,big-data,"The mission of NiFi is the creation and maintenance of software related to providing an easy to use, powerful, and reliable system to process and distribute data.

Apache NiFi MiNiFi is an edge data collection agent built to seamlessly integrate with and leverage the command and control of NiFi. There are both Java and C++ implementations.

Apache NiFi Registry is a centralized registry for key configuration items including flow versions, assets, and extensions for Apache NiFi and Apache MiNiFi.",https://nifi.apache.org/,nifi,False,Unknown,Unknown
projects,Apache Nutch,Apache Nutch,web-framework,"Apache Nutch is a highly extensible and scalable open source web crawler software project. Stemming from Apache Lucene, Nutch is a well matured, production ready batch crawler relying on Apache Hadoop data structures, which are great for batch processing. Nutch has a modular architecture and provides pluggable and extensible interfaces such as Parse, Index and ScoringFilter's for custom implementations e.g. Apache Tika for parsing. Additionally, pluggable indexers exists for Apache Solr, Elastic Search, etc. Nutch can run on a single machine, but gains a lot of its strength from running in a Hadoop cluster. The now retired branch Nutch 2.x differed from 1.x in one key area: storage is abstracted away from any specific underlying data store by using Apache Gora for handling object to persistent mappings and to store fetch time, status, content, parsed text, outlinks, inlinks, etc. into a number of NoSQL storage solutions.",https://nutch.apache.org,nutch,False,Unknown,Unknown
projects,Apache OFBiz,Apache OFBiz,"web-framework, database, network-server, xml, http, content, geospatial","
      Apache OFBiz is an open source product for the automation of enterprise processes that includes framework components and business applications
      for ERP (Enterprise Resource Planning), CRM (Customer Relationship Management), E-Business / E-Commerce, SCM (Supply Chain Management),
      MRP (Manufacturing Resource Planning), MMS/EAM (Maintenance Management System/Enterprise Asset Management).
      Apache OFBiz provides a foundation and starting point for reliable, secure and scalable enterprise solutions, see https://ofbiz.apache.org/ for more.
    ",http://ofbiz.apache.org,ofbiz,False,Unknown,Unknown
projects,Apache Olingo,Apache Olingo,library,"Apache Olingo is a Java library that implements the Open Data Protocol (OData). Apache Olingo serves client and server aspects of OData. It currently supports OData 2.0 and support OData 4.0 (beta). The latter is the OASIS version of the protocol: OASIS Open Data Protocol (OData) TC.

The extensions part of Olingo for OData 2.0 contains additional features like the support of JPA persistency or annotated bean classes.
    ",http://olingo.apache.org,olingo,False,Unknown,Unknown
projects,Apache OpenDAL,Apache OpenDAL,data-engineering,Apache OpenDAL is a data access layer that allows users to easily and efficiently retrieve data from various storage services in a unified way.,https://opendal.apache.org/,opendal,False,Unknown,Unknown
projects,Apache OpenJPA,Apache OpenJPA,"database, library, javaee","Apache OpenJPA is a Java persistence project at The Apache Software Foundation that can be used as a stand-alone POJO persistence layer or integrated into any Java EE compliant container and many other lightweight frameworks, such as Tomcat and Spring.  The 1.x releases are a production ready, feature-rich, compliant implementation of the Java Persistence API (JPA) 1.0 part of the JSR-220 Enterprise Java Beans 3.0 specification, which pass the Sun JPA 1.0b Technology Compatibility Kit.  The 2.x releases are a production ready, compliant implement of the JSR-317 Java Persistence 2.0 specification, which is backwards compatible to the JPA 1.0 specification and passes the Sun JPA 2.0 Technology Compatibility Kit.",http://openjpa.apache.org,openjpa,False,Unknown,Unknown
projects,Apache OpenMeetings,Apache OpenMeetings,"network-server, network-client","
      The Apache OpenMeetings provides video conferencing, instant messaging, white board, 
      collaborative document editing and other groupware tools using API functions 
      of the Red5 Streaming Server for Remoting and Streaming.
    ",https://openmeetings.apache.org/,openmeetings,False,Unknown,Unknown
projects,Apache OpenNLP,Apache OpenNLP,library,"Apache OpenNLP software supports the most common NLP tasks, such as tokenization, sentence segmentation, part-of-speech tagging, named entity extraction, chunking, parsing, and coreference resolution. These tasks are usually required to build more advanced text processing services. OpenNLP also includes maximum entropy and perceptron based machine learning.",http://opennlp.apache.org,opennlp,False,Unknown,Unknown
projects,Apache OpenOffice,Apache OpenOffice,content,"Apache OpenOffice is a leading open-source, office-document
      productivity suite providing six productivity applications (Writer, Calc,
      Impress, Draw, Math, Base) based around the OpenDocument Format (ODF).
      OpenOffice is released on Windows, macOS (OS X), Linux 32-bit DEB+RPM,
      Linux 64-bit DEB+RPM and in 41languages.
    ",https://openoffice.apache.org,openoffice,False,Unknown,Unknown
projects,Apache OpenWebBeans,Apache OpenWebBeans,javaee,"OpenWebBeans is an ALv2-licensed implementation of the ""Contexts and Dependency Injection for the Java EE platform"" specification which is defined as JSR-299.",http://openwebbeans.apache.org,openwebbeans,False,Unknown,Unknown
projects,Apache ORC,Apache ORC,"big-data, database, hadoop, library","ORC is a self-describing type-aware columnar file format designed for
Hadoop workloads. It is optimized for large streaming reads, but with
integrated support for finding required rows quickly. Storing data in
a columnar format lets the reader read, decompress, and process only
the values that are required for the current query.",https://orc.apache.org,orc,False,Unknown,Unknown
